Video_ID,Title,Uploader
-74xSX2oxjs,CÔ ĐƠN | The Originals| The Ái Phương Show,Ái Phương Official
ZCfyna2EvEo,"LỜI RU CHO CON - Mỹ Linh, Uyên Linh, Nguyên Hà | TẾT ĐẸP",YEAH1 MUSIC
Q4xtyAXOpHA,[OFFICIAL MUSIC VIDEO]  Halloween - Nguyen Hai Phong ft NHP F1,NHP Entertainment
kuvY_R2KEJM,LOPE DOPE - NGỌT NHẠT DỊU DÀNG || OFFICIAL MUSIC VIDEO,Lope Dope
rfBB9ixL6eY,TIẾNG CHIM QUYÊN - CẨM LY | Sáng tác: Hồng Xương Long (Phát hành 2007),CẨM LY OFFICIAL
84uQk7TT3LQ,🌹VAN SON Canada - TRÊN BẾN SÔNG BUỒN - Hương Lan - Thanh Tuyền @VanSon,Van Son Music
qZ5pfxOaeIw,Keep Me In Love - Hồ Ngọc Hà x Erik | Private Show 03 | Love Songs | T Production,Ho Ngoc Ha's Official Channel
9X68TQRqaJs,Ngay Tho-Tang Duy Tan,Power Moon 3D 
VSCJfPJLiSM,[Rhyme Check] 999 Chiến Ca by Phúc Du,Hai Long Nguyen
rtcjD5z1JyM,Hoa Mặt Trời | CineLove (The Album) | Phan Mạnh Quỳnh,Phan Mạnh Quỳnh Official
Ud3v9T3iwso,"Mashup TÌNH CA, TÌNH EM - NSƯT Đăng Dương & Võ Hạ Trâm | HOÀ QUYỆN 2 GIỌNG CA NỔI LỰC",NSƯT ĐĂNG DƯƠNG
63cGAvqwHiw,MỜI TRẦU - MASEW ft TRẦN MẠNH CƯỜNG,Trần Mạnh Cường
DYEXZLANWTg,[Lyrics] BIỆT KHÚC - CẨM LY & ĐAN TRƯỜNG | Sáng tác: Minh Vy,CẨM LY OFFICIAL
BlPkPJUNSUc,ĐÔNG NHI - NGỌT NGÀO | VERSION 2 | OFFICIAL MUSIC VIDEO,ĐÔNG NHI
JPo8I672lZE,nếu mai chia tay (ft. AMEE) - MONSTAR | official audio (from album 'Over The Moon'),ST.319 Entertainment
mb0G9EUaaLk,TAKE U HOME TONIGHT - TÂN BINH THĂNG CẤP | Tiết Mục Công Diễn 4 | TÂN BINH TOÀN NĂNG 2025,YEAH1 MUSIC
-fZtIYMw6DM,[Audio] 3. Biệt Ly   Lam Trường,Lam Truong's Official Channel
ezNkle5D1rQ,Sa Mưa Giông - Duy Hòa (MV),Zing MP3
tISzyVo3__w,ĐÔNG NHI - 30 NGÀY YÊU | OFFICIAL AUDIO,ĐÔNG NHI
-ieviGvDVgM,Lệ Quyên - Người Tình Không Đến | Bản Gốc,HOA DƯƠNG TV
mSYXaLMx-D8,PBN134 | Hương Lan & Thái Châu - Cách Xa,Thuy Nga
QMI6sb-wU-c,Giáng Sinh An Lành - Thảo Vy,Zing MP3
xACX4-7I2Ws,Sau Này Của Chúng Ta - Lê Hiếu | Official Music Video | Mây Sài Gòn,Mây Saigon Official 
XdFmuEZkwDQ,"TRANG, MADIHU & MẠC MAI SƯƠNG - 'Đừng Hát Về Cơn Mưa' (OFFICIAL MUSIC VIDEO)",Nhạc của Trang
gCVAEr-ihsk,MONSTAR - LOVE RAIN | Official Audio,ST.319 Entertainment
ftqsjjM_bKs,Vì Anh Đâu Có Biết ( Lofi Ver. ) - Madihu ft × Vũ - Nhạc Lofi - | 『 Sunflower 🌻 ™ 』," "" Sunflower "" 🌻 ™"
Cpt_Mjc4A6w,Chia Tay (Đoản Khúc Lam Giang - Phi Vân Điệp Khúc) | Linh Tâm ft Nguyễn Thiên Kim,POPS MUSIC
PILpEixuOzU,Tình Nghĩa Phu Thê - Khang Chấn Thi ft Hồng Quyên (MV),Zing MP3
Q9ZBEDkdGck,Người Anh Em Của Tôi | Lâm Chấn Huy,POPS MUSIC
pMljuoYfqx8,Đen - Mưa Trên Những Mái Tôn (dongvui harmony),Đen Vâu Official
mnGVcCgef6M,KỶ NIỆM MỘT MÙA HÈ  - Nhạc Thời Chiến Ôn Lại những Kỷ Niệm Xưa Đầy Cảm Xúc | Vinh Tuấn,Vinh Tuấn Official
0G_5FCg4lwk,(S)TRONG Trọng Hiếu x Rhymastic - Kho Báu I Dat D Lofi Ver.,Dat D 
xy6SpI6hgqM,MẤT TRÍ NHỚ TẠM THỜI - Tân Binh Thăng Cấp | TÂN BINH TOÀN NĂNG 2025,YEAH1 MUSIC
Fa3Td2dr3co,Phan Mạnh Quỳnh -  [Làm sao giữ],Holmes Sherlock
Xt8dmjAn5Oo,Đùa Hơi Quá ( phiên bản ballad ) - Lê Bảo Bình | Official Lyrics Video,Bình Lê
FJrZvNGrYX4,Noo Phước Thịnh - Chờ Ngày Mưa Tan (Official Music Video) ft. Tonny Việt,SonyMusicVietnamVEVO
LBhKMTaeqo8,Cô Đơn Giữa Cuộc Tình - Hồ Ngọc Hà | Tour Diễn Xuyên Việt,Ho Ngoc Ha's Official Channel
jZhzz7khIbA,Sao Anh Ra Đi - Cẩm Ly,CẨM LY MEDIA 
lQflKBOcQkU,KHÔNG YÊU ĐỪNG GÂY THƯƠNG NHỚ ( LyLy ft Karik) - Piano version by LyLy,LyLy Official 
blPKO4VECLs,Anh Say Rồi | ST Nguyễn Văn Chung | Đàm Vĩnh Hưng,Đàm Vĩnh Hưng
FyCjve76XrM,Giữ Mãi Một Tình Yêu|Sáng tác: Mạnh Quỳnh| Trình bày: Mạnh Quỳnh & Hoàng Tâm Anh,MẠNH QUỲNH OFFICIAL
zqYVY9nKg24,Vừa Tìm Thấy Đã Đánh Mất,Wren Evans - Topic
kNEDEcjOGYs,STARDOM - VŨ CÁT TƯỜNG (TRACK 2 - ALBUM STARDOM) | OFFICIAL LYRICS VIDEO,Vũ Cát Tường (VCT)
XA-jS0KGW-0,ĐÔNG NHI - PINK GIRL | OFFICIAL MUSIC VIDEO,ĐÔNG NHI
MKgEHgj5zcM,Anh Là Ai ? | Việt Khang {Official Music Video},Viet Khang Music Inc.
fsF0DdGP98Y,"Khi tao ra tay 2 - SilverC ft Rhymastic, Davickie",SilverC
zucZ2Jp0-A4,Bolero Tình Yêu | Dương Hồng Loan,Dương Hồng Loan Official {Kim Minh}
QmLQhsgnBxY,Còn Thương Rau Đắng Mọc Sau Hè - Hương Lan (Acoustic version) | Trích Lá Thư Âm Nhạc #4 | Chủ đề: Mẹ,JOHNSON & VÂN
RRXHDJ_eop0,Ricky Star Cùng Lăng LD  Đại Chiến Underground | LA LA SCHOOL,YeaH1 ONE
T0GbWeidkIE,Nhớ Nhau Hoài - Hoàng Ái My (MV),Zing MP3
ksBDCycCd_4,ĐÔNG NHI - GƯƠNG | OFFICIAL MUSIC VIDEO,ĐÔNG NHI
J4Zl2e36sFw,CÁCH YÊU ĐÚNG ĐIỆU - Bích Phương Lamoon Quỳnh Anh Shyn Mỹ Mỹ Juky San | SÓNG 26 [PERFORMANCE],Vie Channel - MUSIC
6D7crUSQPi4,Sẽ Yêu Hơn Và | Nguyễn Hữu Kha | Official Video,Nguyễn Hữu Kha Official
oAMvzMTfrRg,[4K] THẬT LÒNG THƯƠNG EM - DƯƠNG HỒNG LOAN & LÊ SANG [MV OFFICIAL],Dương Hồng Loan Official {Kim Minh}
wZ5M5SyG2V4,Mong Manh Tình Về,Thanh Ha's Closet
0z7ygCYZ5WE,Mỹ Tâm - Hai Mươi (Official Music Video),Khủng Long Lovely
g0pLN4KT66o,Lạc Mất Mùa Xuân - Nguyễn Hồng Nhung {Mừng Xuân 2016},Asia Entertainment Official
bmMR4uyA3QY,MÙA GIÓ THỔI TRÊN MÁI NHÀ - DTAP X MỸ TÂM | OFFICIAL MV,My Tam
oGklz1t-_jU,[Audio] 9. Bỗng Dưng Muốn Khóc   Lam Trường,Lam Truong's Official Channel
SU0niyqm11w,TAKE IT SLOW - GIL LÊ (Tiết Mục Solo) | CHỊ ĐẸP ĐẠP GIÓ 2024,YEAH1 MUSIC
BM3TBXwlS7E,Ai Thương Đời Lính | ST: Vân Tùng | Nhạc Lính Thất Truyền | Yêu Nhạc Vàng Ca,Yêu Nhạc Vàng Ca
Uu34Rjvqdsc,Rơi Khỏi Quỹ Đạo - Da LAB ft. Miu Lê (Visualizer),Da LAB Official
wC9znqMgNl0,Đế Chế - Wxrdie ft MCK,Ivanovic
yC3lLmvTjm0,"Xin Em Đừng Yêu Anh - Cao Nam Thành, Lý Tuấn Kiệt HKT (OFFICIAL MV)",Cao Nam Thành
keZRvkcVTJk,Xin Hãy Thật Yêu - Đàm Vĩnh Hưng | Official Lyrics Video,Đàm Vĩnh Hưng
dFtWtNpNbRI,MỜI EM - Wxrdie x Mcee Blue (Gaz Mix House Lak Lú),Gaz Official
nQ_uqPREHI0,Cứ Ngủ Say   Nguyễn Hải Phong ft  Phương Linh,Chính Nguyễn
ms-whZxx4ec,BỊT MẮT - Trại Tình Ái | Space Jam Album Vol. 2 (Official Visualizer),SpaceSpeakers Label
NgUEKcDcOFY,Vùng Trời Bình Yên (25th Làn Sóng Xanh),Wren Evans Official
wGmGwTiS6g8,SAO CŨNG ĐƯỢC - TIẾN LUẬT | Tiết Mục Solo Công Diễn 4 Anh Trai Vượt Ngàn Chông Gai 2024,YEAH1 MUSIC
on0k_1n5DSc,talk to son - Linh Thộn,ARKA Records
dSOZPwWXNQA,7UPPERCUTS - XE BUÝT HAI TẦNG,7UPPERCUTS
exPtrFS_pok,LyLy | Sau Cơn Mưa Trời Lại Sáng - EP Lovely,LyLy Official 
yyPFzKARe4A,DON'T WANNA SAY GOODBYE - CHỊ ĐẸP ÁI PHƯƠNG (Tiết Mục Solo) | CHỊ ĐẸP ĐẠP GIÓ 2024,YEAH1 MUSIC
pjr2if0Gft0,XÌ DZÁCH - The Flob (prod. CHIN) | OFFICIAL MUSIC VIDEO,The Flob
_FtoTrJS4MA,CHIA TAY TÌNH ĐẦU - Hồ Trung Dũng - The Songbook 3 [Official Video],HỒ TRUNG DŨNG
GHJupbiMZYQ,TINH DON PHUONG,Lam Truong's Official Channel
yQMYPowEqrQ,MỘT CÕI ĐI VỀ - HỒNG NHUNG (TRỊNH CÔNG SƠN),Phuong Nam Phim
uR7thJ02uRc,Top Nhạc Trẻ Việt Của Năm 2025 Nhiều View Nhất Youtube (6.2025) | 2025 Vpop,Bảng Xếp Hạng Âm Nhạc
ADvlkdm4B0U,Hồ Ngọc Hà - Medley: Hãy Thứ Tha Cho Em & Xin Hãy Thứ Tha | Love Songs Love Vietnam in Đà Nẵng,Ho Ngoc Ha's Official Channel
A383JgqOw2E,Nghĩa Trăm Năm - Dương Hồng Loan ft Đông Nguyễn,Dương Hồng Loan Official {Kim Minh}
56tfMtz7bDQ,Hồ Ngọc Hà - Medley: Gạt Đi Nước Mắt | ft. Noo Phước Thịnh | Love Songs Love Vietnam in Đà Nẵng,Ho Ngoc Ha's Official Channel
2qIDJkw08IE,Hơn Cả Yêu - Đức Phúc | Mây Saigon,Mây Saigon Official 
3Ul_Trx8v_Y,Lột xác - Nguyễn Hải Phong,Định Lê
mj9VOCBJl7c,Mất Em,Noo Phước Thịnh
jK7SW43O5GU,TRÊN BÀN NHẬU DƯỚI BÀN MƯU | VŨ THẢO MY - LĂNG LD (OST Trên Bàn Nhậu Dưới Bàn Mưu),YEAH1 MUSIC
znyzF7Emd8o,VẠN LÝ SẦU | MV OFFICIAL | KHẮC MINH Collab tromusic. #Vanlysau #Tromusic #KhacMinh,Khắc Minh Official
xh3luvMzmLI,Ta Còn Yêu Nhau ▶ Đức Phúc「Lyric Video」,Watermelon Anime Channel
KvrXjWq5UsE,TÌNH BẠN TUỔI THƠ HÁT MẪU - KNTTVCS4 - NXBGDVN,HỌC LIỆU ÂM NHẠC KẾT NỐI TRI THỨC NXBGDVN
KZIGl6WvZI4,Người xa về thành phố,Trương Vũ - Topic
N98Br6ZpFAg,SAU NÀY CỦA CHÚNG TA - THÚY ANH lần đầu song ca cùng chính chủ bản hit - LÊ HIẾU | Mây Lang Thang,Mây Lang Thang Music
es6Ydb0MGGo,Giấc Mơ Mang Em Đi,Phan Mạnh Quỳnh Official
m_zmvh6ZJk4,"DON'T YOU GO - PHƯƠNG THANH, TUIMI, XUÂN NGHI | Công Diễn 5 CHỊ ĐẸP ĐẠP GIÓ 2024",YEAH1 MUSIC
b0czIESB0d0,CUẤN CHO ANH 1 ĐIẾU NỮA ĐI - MCK (ft. Wxrdie) rmx | Visual Video,Phongkhin
itsobbNtl-c,Cá Hồi Hoang - Một Câu,Cá Hồi Hoang
aPNORPRd-v8,Thôi Anh Hãy Về (feat. Thu Phuong),Lam Truong's Official Channel
SsZcGiphVFA,"Đàm Vĩnh Hưng, Hoài Lâm, Dương Triệu Vũ - Ngẫu Hứng Bolero  | đêm nhạc bolero",ĐÀM VĨNH HƯNG MUSIC
QyvBYEBxoao,Nắng Lên Rồi - Nguyễn Hữu Kha | Official MV,Nguyễn Hữu Kha Official
j8l8ezTe8ec,Phiên bản hoàn hảo | tập 14: Nguyễn Hải Phong thích mê với Tan biến phong cách cổ điển siêu hay,DIEN QUAN Entertainment / Giải Trí
QBIjLSrZ9bE,7UPPERCUTS - QUÊN LỜI,7UPPERCUTS
RD0kJUi7UE4,LyLy | Tình Yêu So Cute - EP Lovely,LyLy Official 
XdIqoEbljMk,CÓ ĐÔI ĐIỀU - Tân Binh Thăng Cấp | Tiết mục chung kết Tân Binh Toàn Năng 2025,YEAH1 MUSIC
NXIGQaFqafg,"Đêm Tâm Sự - Anh Thơ | SIÊU PHẨM NHẠC VÀNG TRỮ TÌNH, Nhà tôi đơn côi mời anh ở lại [MV 4K]",Anh Thơ Official
ycTreZxtrew,Top 50 bản hit Vpop trụ hạng trong Top 10 Spotify Việt Nam lâu nhất lịch sử (1.2026) | Vpop Hits,Bảng Xếp Hạng Âm Nhạc
VpiTmriAwKM,Tuimi - Hiện Tại feat. Rhymastic (Official Visualizer),Tuimi
UBgulvgHPE4,Ngọt - Những Chuyến Phiêu Lưu,Ngọt
l2iGQpqEA2k,THAT'S HOW WE DO - Trại Tình Ai | Space Jam Album Vol. 2 (Official Visualizer),SpaceSpeakers Label
bYPGTku9Ouc,Khi Xưa Ta Bé / Bang Bang - Hồ Ngọc Hà | Love Songs Private Show 2016,Ho Ngoc Ha's Official Channel
ba5ElAVcx4w,Chàng Baby Milo - Đông Nhi | Official Audio,ĐÔNG NHI
8g9bKi5KIoQ,KẺ ĐỨNG SAU TÌNH YÊU - CẨM LY | Sáng tác: Minh Vy | TỰ TÌNH QUÊ HƯƠNG 3 (2012),CẨM LY OFFICIAL
Az5ah8yLz_4,Duyên Kendy - Cô Gái Miền Trung ft. Nguyễn Hữu Kha (Official Music Video),Duyên Kendy Official
bNwWQOFqNoA,WIKO - Sắc Màu Riêng Em - Nam Hương ft. Karik (OFFICIAL),Wiko Mobile Vietnam
fRoXelc4cU4,Đám Cưới Đầu Xuân - Dương Hồng Loan || Nhạc Xuân Xưa 2023 Hay Nhất,Liveshow Tuyển Chọn
T3LxreGBiD0,Isaac Thai x Thanh Tâm / Quyền Năng Thập Giá (Official Mv 4k),Isaac Thái
4gHVgLYfXWo,PHƯƠNG MỸ CHI – DƯ ÂM (Official Music Video) | CHI?,Phương Mỹ Chi
wF_HTUJBGEo,THẮNG ĐỜI 1-0 | BigDaddy x Đức Phúc x Phúc Du | Album WeChoice Awards 2025,WeChoice Awards
A-PJCiMgjm4,"""ĐỐT"" - NGỌT & VŨ THANH VÂN - TẠI VIRTUAL COUNTDOWN LIGHTS 2022",Billboard Việt Nam
mSIahphBjXw,PBN 105 | Thanh Hà - Yêu Là Chết Ở Trong Lòng,Thuy Nga
nYGSv9LB3pA,ĐÔNG NHI x DTAP | MẶT TRỜI CÔ ĐỘC ft. SaiD | OFFICIAL LYRIC VIDEO,ĐÔNG NHI
FYsI24vutW0,HOA GẠO - NSND Thanh Lam ft Văn Mai Hương | Official OST Thỏ Ơi!,TRẤN THÀNH TOWN
OnSBqBZS2QU,Đàm Vĩnh Hưng | Chén Đắng,Đàm Vĩnh Hưng
IBrxO08BNsA,Nếu Hạnh Phúc Không Phải Em,BÍCH PHƯƠNG
F6vaTu5bfaE,Mưa Chiều,Nhạc Tình AI - Topic
Ja3k_DVMwBg,"SOOBIN - Em Ơi, Anh Nhớ Nhà (Đi Để Trở Về 9) | Performance MV",SOOBIN Official
HiAvgFpoiI0,Con Khóc Rồi Mẹ Ơi (St: Võ Hoàng Lâm) - Như Ý Bolero | Quán Quân Solo Cùng Bolero 2018,NHƯ Ý BOLERO OFFICIAL
q50ZovSbqfI,Cá Hồi Hoang - Cánh Cửa Cuối Cùng ft. Lan Thanh,Cá Hồi Hoang
nOawteGkwoM,GỌI CHỒNG VỀ CHO CON - Bích Phương | CHẠM ĐẾN CON TIM Khi Nghe Giọng Ca Này Cất Lên,Thái Hoàng Singer
dUT7Tcc4SPc,Huyền Thoại Mẹ (OST Em Và Trịnh) - Trần Lực (Official Lyrics Video),Universal Music Vietnam
An8hiFU6s6k,Thế Còn Anh Thì Sao / buitruonglinh,buitruonglinh
JwqH4Jrn3_k,MƯA CHIỀU - Sáng tác: Anh Bằng,MẠNH QUỲNH OFFICIAL
iefl5iM21gE,Tình Sầu (OST Em Và Trịnh) - Bùi Lan Hương (Official Lyrics Video),Universal Music Vietnam
fA5q2zTpaTM,"Wren Evans, Onionn. - Thích Em Hơi Nhiều (The Goodboi Flip)",monoX
hNOcyDQz_xc,Quãng Ngãi Ta Về - Dương Ngọc Thái,Zing MP3
xX4gC-LMhmQ,LOVE IN YOUR EYES - SƠN TÙNG M-TP,FC Sơn Tùng M-TP Lào Cai
Hkd3-h74Z5A,Đời Là Đi - DaLAB,Azrael
tfR-urWggVU,Viết tiếp câu chuyện hòa bình  - Võ Hạ Trâm #viettepcauchuyenhoabinh #võhạtrâm  #nguyenvanchung,Nhạc Hay Tổng Hợpz
WAx8pEXhRyI,[MV] Tình Em Mùa Xuân - Lam Trường (VCD Upscale 1080p),Bicon Studio 2
sQKhBRSCCRg,CHI PU'S GREATEST SHOW #2 | Cung Đàn Vỡ Đôi,Chi Pu Official
qjgB8jZmoYs,VĂN MAI HƯƠNG - NGHE NÓI ANH SẮP KẾT HÔN (SOLO VER.) [Album 'hương'] | Official Audio,VĂN MAI HƯƠNG OFFICIAL
dXYBJMIQgdY,"BÀI KHÔNG TÊN 50 - Nhạc Vàng Trữ Tình Anh Thơ 2023, Em bảo Anh đi đi, sao anh không đứng lại, 4K",Anh Thơ Official
yUq_DmIUcuo,CHIẾC KHĂN GIÓ ẤM - ANH TÀI THÀNH TRUNG | TIẾT MỤC SOLO ANH TRAI VƯỢT NGÀN CHÔNG GAI 2024,YEAH1 MUSIC
2Rf-I7fNEAI,VUONG HUY IDOL - ‘YEU NUA VOI’ (I'M GOOD ON MY OWN) M/V LYRICS,POPS MUSIC
yGjafYDB-uk,XA KHƠI - Anh Thơ Khiến Khán Giả Nổi Da Gà khi hát tặng các bác ở quê nhà với Guitar Đức Nhã,Anh Thơ Official
7iM_4O3OXrI,"VĂN MAI HƯƠNG - MÓN QUÀ (prod. by J4RDIN, DUONGK) | Official Visualizer",VĂN MAI HƯƠNG OFFICIAL
TGSyifcY9s0,Kara Lyrics | Không còn em - Madihu | Lyrics Video,Vietsub Mỗi Ngày
XdvnPg2jI1w,TUỔI MỘNG XỨ ĐÔNG - CẨM LY | Lời Việt: Minh Tâm | TỰ TÌNH QUÊ HƯƠNG 6,CẨM LY OFFICIAL
U5JPD6N2AKQ,Vị nhà - Đen Vâu - Lyrics Video,Ryuusuke Official
8SHPbViVrbQ,Tất Cả Sẽ Tốt Thôi - Quang Anh (Official MV),Zing MP3
pljVEMkDGv8,ai buồn giơ tay - MONSTAR | lyric video (from album ‘Over The Moon’),ST.319 Entertainment
TVAHSjPScIo,Yêu Một Người - Chi Dân Ft. Bảo Kun (Audio),Zing MP3
RDjmctZ5M_0,Chàng Trai Si Tình - Hoàng Việt Trang | Ca Khúc Thất Tình Cấm Nghe | Official Music Video,HOÀNG VIỆT TRANG OFFICIAL
Ly1NMackEwk,"ERIK x HAN SARA - ‘Cắt Đôi Địa Đàng’ | Official Performance Video | Mashup Cắt Đôi Nỗi Sầu, Địa Đàng",ERIK Official
Mc8uNKFklw4,QUÊ HƯƠNG TUỔI THƠ TÔI - Quang Linh | Official Music Video,RANG DONG Shows
sSumdSLzzA4,Yêu Xa - HKT | Official,Lý Tuấn Kiệt
3oR2Ucr_xSI,Vì em yêu anh - Lê Hiếu Vol.4,Seayeu
xRgJma475jk,Cá Hồi Hoang - Công Thức Tốt Bụng,Cá Hồi Hoang
DVzO_PkLJgw,La loi yeu do - Nhom HKT[Official],NhomHKTSacViet
bBJnEmONyRo,"Phi Hành Gia Cô Đơn - Team Mlee, Lệ Quyên, Thu Phương | Tiết Mục Công Diễn 2 Chị Đẹp Đạp Gió Rẽ Sóng",YEAH1 MUSIC
yLY-q4Fjnr0,Duyên Kiếp Cầm Ca - Ngô Quốc Linh (MV),Zing MP3
2G11ysxb52Q,PBN133 | Hương Lan & Băng Tâm - Bài Ca Dao Đầu Đời,Thuy Nga
gtarw6wgJfI,Hoàng Thùy Linh - See Tình | Official Visualizer Video,Mưa.
X4dHtIk7U4M,"Nhắm mắt, bật nhạc, tắt phone",Ho Ngoc Ha's Official Channel
3zs02mQ4Ar4,Mùa Xuân Đầu Tiên | St: Tuấn Khanh | Cs Dương Hồng Loan - Mv Official | Nhạc Xuân 2021,Dương Hồng Loan Official {Kim Minh}
C5rYiDbyEik,Tan Bien By: Nguyen Hai Phong ft. M4U band (with lyrics),toan24
vEKsZJBa0oA,Ướt Mi (OST Em Và Trịnh) - Nhật Linh (Official Lyrics Video),Universal Music Vietnam
tPbjq53FY7c,From one side (Official audio),Madihu
MYb2OChczYY,"ĐÔNG NHI - ALBUM VOL.4 ""THEATER OF DREAMS"" | HIGHLIGHT MEDLEY",ĐÔNG NHI
37NWM-XrfCU,"Như Đã Dấu Yêu - Thanh Hà | ""Âm Nhạc & Đời Sống""",MMG Studios
z-5dX03VGqc,Xuân Năm Nay - Cẩm Ly | Gala Nhạc Việt Tết 2025,Gala Nhạc Việt
ObfvDoLOKrs,"TRÚC NHÂN và bài hát ""KHÔNG THỂ RỦ KHÁN GIẢ HÁT CÙNG"" - VẼ",Trúc Nhân
f4Ri5SxJ0oU,FELIX - 'LOVE YOURSELF' Official MV,POPS MUSIC
IMix6klu79E,Vẫn Như Lúc Đầu ('Song Song' Original Movie Soundtrack),Cá Hồi Hoang
hQFGWPcFA8Q,"Xuân đang tới anh ngỡ ngàng bồi hồi lên chuyến xe .... /Phùng Khánh Linh, Wren Evans #nhuhoamuaxuan",Vincent P&B | Rap and Chill
fwyGtBXyDI4,Lonely - Bảo Thy (Audio),Zing MP3
iPHjH1PH6r0,Người Tình Ơi / My Baby - Hồ Ngọc Hà | Tour Diễn Xuyên Việt,Ho Ngoc Ha's Official Channel
sdw---te1oM,Tình Mộng - Cẩm Ly [Official],POPS MUSIC
gdguBGx1Jz0,Tôi Muốn - Lê Hiếu「Official Lyric Video」,Lê Hiếu
mbsyX70GmRc,BUỒN HÁT LÝ CHỜ MONG - CẨM LY | Sáng tác: Minh Vy (Phát hành 2009),CẨM LY OFFICIAL
XK99sX0SL-I,Cá Hồi Hoang - Một Phút Quay Lại (Lyric Video),Cá Hồi Hoang
DZQ_7f-C1AQ,Phan Mạnh Quỳnh 2024 - Yêu Nhau Nửa Ngày | Official Music Video | Mây Saigon,Mây Saigon Official 
HhCXrYUsjXU,Chi Pu (芝芙) | Anh Ơi Ở Lại | School Fest 2024 [Full Performance],Chi Pu Official
0Bu4yoddOW8,CHRISTMAS NIGHT - VU CAT TUONG | LYRICS VIDEO,Vũ Cát Tường (VCT)
plEjGr4tVlk,MIN from ST.319 - TÌM (LOST) (ft. Mr A) (Audio),ST.319 Entertainment
-5Bc49UpJIc,"PHƯƠNG MỸ CHI tự hào hát MADE IN VIETNAM tại ""Đại hội thi đua yêu nước toàn quốc lần thứ XI""",SAO 24H
xKrxOXETzGw,Biệt Ly - Noo Phước Thịnh [Lyrics Video] Mưa.,Mưa.
KSnAWdIwe4s,Thao Thức Vì Em - Phi Nhung | Official Music Video,RANG DONG Shows
eBImErUPaCg,Giữ Anh Đi - Le Hieu ( st : Tăng Nhật Tuệ ),Hieu Le
L2cNZzdjy2k,Giã Từ - Lệ Quyên | Khúc Tình Xưa 6,Lệ Quyên
zp49_zNTjys,tôi là người Việt Nam - Nguyễn Hải Phong,Ninh Milan -Trái tim có nắng
OURTPAmNJyU,Em Cứ Đi Đi - Vương Anh Tú (Audio),Zing MP3
IlzTt0XAYu4,PBN 25 | Hương Lan - Chuyện Hợp Tan,Thuy Nga
dp-PJnPEsR8,GET OUT OF YOUR GAME - HƯƠNG TRÀM (ft. PHÚC DU) | VISUALIZER VIDEO,Hương Tràm Charmy Pham
F2tELFjcbyw,Madihu - Nhà (.Feat Vũ Thanh Vân),Madihu
6PXuPfZZ494,Yêu Em Dài Lâu - Lê Hiếu ft. Phương Vy「Official Lyric Video」,Lê Hiếu
qZg6OcarUkY,Nhốt Em Vào Tâm Trí - Đàm Vĩnh Hưng ft. Drum7 (Official Lyrics MV),Đàm Vĩnh Hưng
IMXi__Z8iy0,Ngồi hát đỡ buồn ‣ Trúc Nhân [Lyric Video][#D],A-Ielts
XO9nm33R8Dg,Bí Mật Của Hạnh Phúc - Đông Nhi | Official Audio,ĐÔNG NHI
SiLqXlVBR4Q,Má Thương Con Hoài - Danh Ca Hương Lan ft Như Ý | Official Music Video,NHƯ Ý BOLERO OFFICIAL
1_viAH7_6oY,Em À - Lý Tuấn Kiệt HKT (Official),Lý Tuấn Kiệt
IW0Pjbw6Dfo,DÒNG CHỮ PHÍA SAU BỨC ẢNH - LIU QUỐC VIỆT x ĐÔNG THIÊN ĐỨC | MV OFFICIAL,POPS MUSIC
JW2oZDr89QY,Vợ Bé - Nhật Thành (Official MV),Zing MP3
rqMSpbIAF-w,WXRDIE - WISHLIST ft. Phongkhin | Official Lyric Video,Wxrdie
iaHEpvxiprM,Chỉ Có Tình Yêu (Nguyễn Hữu Thiết) - Đàm Vĩnh Hưng | Official Lyrics Video 2025,Đàm Vĩnh Hưng
_FAjVCK2hBw,7000 Đêm Góp Lại,Huong Lan Music
zdRpxuJpNm0,ĐỨC PHÚC SIÊU DỄ THƯƠNG KHIẾN ĐÀM VĨNH HƯNG TÉ GHẾ,Băng Sơn
QiHIAq9HQg4,Sai Lầm (Lofi Version) | Tuấn Khương | Official Lyric Video,POPS MUSIC
Zh8Ufp2wSRo,"XIN ANH ĐỪNG - EMILY ft LK, JUSTATEE Official MV",BIGDADDY x EMILY
pVNyqVIcxiQ,Hoa xuân ca 2025 | Ngày xưa lên năm lên ba - Rhymastic & Bùi Công Nam | Nhạc Tết Việt VTV,VTV SHOWS
YpRehUhnrYg,Đứa Con Tội Lỗi - nhạc ngoại lời Việt | Chí Thành Danh,POPS MUSIC
TXxLUW8Dag4,Hà Trần & Nguyễn Hồng Nhung - Sắc Màu (Trần Tiến) from VSTAR Season 4 Results Show,Thuy Nga
nDTJgY5yEf0,Kiếm đâu bây giờ (Cục Vàng Của Ngoại OST) - Nguyễn Hùng | Official MV,Universal Music Vietnam
boUvbWW757Q,TEMPLE - Tân Binh Thăng Cấp | Tiết mục chung kết Tân Binh Toàn Năng 2025,YEAH1 MUSIC
LEyJnOpwyJM,Hãy Thứ Tha Cho Em - Hồ Ngọc Hà | Gala Nhạc Việt 2,Gala Nhạc Việt
KqmIcLVTxm0,Mơ (remake) - Tuấn Khang ft.Vũ Cát Tường (Prod by ZANE.H),Tkhang
6U12sO4WUlY,Đợi Anh - Hà Lan Phương (MV Lyric),Zing MP3
